Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
TD-209,11/8/2025,5:50:00 PM,AVL,53,39.74605,-121.611217,AVL,TD,"Paradise Community Village Apartments burned down /
fully involved",R,,
TD-209,11/8/2025,5:55:00 PM,Photo,0,39.746214,-121.611519,Photo,Photo,"structure fully involved, past peak, partially collapsed;
other apartment structures beginning to burn",R,,
TD-108,11/8/2025,6:34:00 PM,Inferred,43,39.774904,-121.595726,TD,TD,two trailers on fire in Pine Grove Mobile Home Park,R,,
TD-108,11/8/2025,6:34:00 PM,Inferred,43,39.774688,-121.595782,TD,TD,shed on fire,O,,
TD-114,11/8/2025,7:00:00 PM,TD-108,0,39.775446,-121.595472,TD,TD,"Pine Grove mobile home park started to burn, then
really got going",R,,
TD-108,11/8/2025,7:17:00 PM,video,0,39.775905,-121.595636,video,TD,"mobile homes burning structure to structure; very hot;
propane exploding (Pine Grove mobile home park)",R,,x
TD-108,11/8/2025,7:17:00 PM,Photo,0,39.776002,-121.59533,Photo,Photo,"multiple mobile homes are fully involved (N and W of
here); Pine Grove Mobile Home Park",R,,
TD-014,11/8/2025,7:20:00 PM,Radio Log,0,39.785083,-121.5881,AVL,Radio Log,power pole burning,O,,
TD-014,11/8/2025,7:56:00 PM,Radio Log,0,39.785014,-121.586988,Radio Log,Radio Log,"tree burning at Clark Rd and Forest Service Rd that is
going to burn up and fall",V,,
TD-108,11/8/2025,8:00:00 PM,Inferred,720,39.774725,-121.594158,TD,TD,fire threatening structures,V,,
TD-205,11/8/2025,8:12:00 PM,AVL,21,39.77451,-121.594461,AVL,TD,"boat on fire next to house, fire into eaves of house",R,,
TD-205,11/8/2025,8:35:00 PM,AVL,28,39.773648,-121.59694,AVL,TD,shed smoldering behind Paradise Alliance Church,O,,
TD-108,11/8/2025,8:43:00 PM,Photo,0,39.774774,-121.593208,Photo,Photo,structure fully involved,R,,
TD-108,11/8/2025,8:43:00 PM,Photo,0,39.77478,-121.593192,Photo,Photo,structure fully involved,R,,
TD-108,11/8/2025,8:44:00 PM,video,0,39.775374,-121.594823,video,video,Pine Grove mobile home park fully involved,R,,
TD-108,11/8/2025,8:44:00 PM,Photo,0,39.775512,-121.595483,Photo,Photo,"majority of mobile homes are fully involved in Pine
Grove Mobile Home Park",R,,
TD-207,11/8/2025,8:50:00 PM,AVL,29,39.774495,-121.594446,AVL,TD,shed engulfed,O,,
TD-132,11/8/2025,10:30:00 PM,TD,0,39.759267,-121.60817,TD,TD,spot fires and burning fences,O,,
TD-132,11/8/2025,10:30:00 PM,TD,0,39.759261,-121.608486,TD,TD,spot fires and burning fences,O,,
TD-022,11/9/2025,1:47:00 AM,Radio Log,0,39.758799,-121.606396,TD,TD,fire threatening Masonic Lodge,C,,
TD-110,11/9/2025,1:47:00 AM,Radio Log,0,39.759056,-121.606371,Radio Log,TD,"Lisa's family pharmacy, smoke from attic; one engine,
worried about Masonic Lodge",C,,
TD-030,11/9/2025,9:54:00 AM,AVL,59,39.758167,-121.608467,AVL,TD,Shadowbrook Apartments complex on fire,R,,
TD-111,11/9/2025,9:54:00 AM,AVL TD-030,59,39.758166,-121.608866,AVL TD-030,TD,Shadowbrook apartments on fire,R,,
TD-041,11/9/2025,10:21:00 AM,Photo,0,39.785029,-121.586608,Photo,Photo,"multiple structures burned and destroyed, Clark Rd and
Forest Service Rd",C,x,
911-092-1,11/8/2025,8:01:00 AM,911-092-1,0,39.804374,-121.578145,Inferred,911-092-1,spot fires on west side of canyon by Sawmill Peak,S,,
911-128-1,11/8/2025,8:24:00 AM,911-128-1,0,39.78158,-121.598282,911-128-1,911-128-1,fire started on bike path,S,,
TD-113,11/8/2025,8:30:00 AM,TD,30,39.785046,-121.60691,TD,TD,3 to 4 spot fires down in canyon,S,,
911-142-1,11/8/2025,8:31:00 AM,911-142-1,0,39.796563,-121.585649,911-142-1,911-142-1,spot fire,S,,
911-142-2,11/8/2025,8:31:00 AM,911-142-2,0,39.796563,-121.585649,911-142-2,911-142-2,spot fire,S,,
VTD-12,11/8/2025,8:35:00 AM,911-152-1,84,39.794571,-121.586945,video,video,large spot fires,S,,
VTD-12,11/8/2025,8:35:00 AM,Inferred,84,39.790099,-121.591535,Inferred,TD,fire everywhere,O,,
911-152-1,11/8/2025,8:35:00 AM,911-152-1,0,39.796563,-121.585649,911-152-1,911-152-1,spot fire,S,,
911-153-1,11/8/2025,8:35:00 AM,911-153-1,0,39.796563,-121.585649,911-153-1,911-153-1,spot fire,S,,
911-154-1,11/8/2025,8:35:00 AM,911-154-1,0,39.795122,-121.587174,911-154-1,911-154-1,fire; it's huge,S,,
911-155-1,11/8/2025,8:36:00 AM,911-155-1,0,39.796563,-121.585649,911-155-1,911-155-1,fire,S,,
911-162-1,11/8/2025,8:39:00 AM,911-162-1,0,39.77822,-121.604211,Inferred,911-162-1,flames on bike path,S,,
911-164-1,11/8/2025,8:40:00 AM,911-164-1,0,39.797065,-121.585487,911-164-1,911-164-1,fire,S,,
TD-006,11/8/2025,8:41:00 AM,Radio Log,0,39.804814,-121.578638,TD,TD,spot fires in Old Magalia,S,,
TD-111,11/8/2025,8:41:00 AM,Inferred,4,39.749885,-121.65321,TD,TD,"fire had clearly spotted over Paradise, can see smoke in
canyon",S,,
911-165-1,11/8/2025,8:42:00 AM,911-165-1,0,39.795419,-121.58698,911-165-1,911-165-1,0.1 ha (0.25 ac) spot fire,S,,
911-167-1,11/8/2025,8:42:00 AM,911-167-1,0,39.796045,-121.586709,Inferred,911-167-1,fire across the street getting big,S,,
911-171-1,11/8/2025,8:43:00 AM,911-171-1,0,39.796239,-121.58666,911-171-1,911-171-1,fire burning on west side of Skyway,S,,
911-178-2,11/8/2025,8:46:00 AM,911-178-2,0,39.778331,-121.603978,Inferred,911-178-2,fire on the bike path behind house,S,,
911-182-1,11/8/2025,8:48:00 AM,911-182-1,0,39.749224,-121.653849,911-182-1,911-182-1,"spot fire started near creek, white smoke coming from
the canyon right now",S,,
911-183-2,11/8/2025,8:48:00 AM,911-183-2,0,39.784771,-121.604407,911-183-2,911-183-2,fire is next door,S,,
911-186-2,11/8/2025,8:49:00 AM,911-186-2,0,39.77212,-121.611882,911-186-2,911-186-2,spot fire right up to road,O,,
TD-006,11/8/2025,8:51:00 AM,AVL,0,39.751079,-121.655498,AVL H901,TD,spot fire in Butte Creek Canyon,S,,
911-188-1,11/8/2025,8:52:00 AM,911-188-1,0,39.78774,-121.591175,Inferred,911-188-1,0.1 ha (0.25 ac) spot fire,S,,
911-195-4,11/8/2025,8:56:00 AM,911-195-4,0,39.770306,-121.609809,911-195-4,911-195-4,fire at bike path,S,,
911-200-1,11/8/2025,8:57:00 AM,911-200-1,0,39.75109,-121.652243,Inferred,911-200-1,spot fire kind of by Valley View Dr,S,,
911-202-1,11/8/2025,8:59:00 AM,911-202-1,0,39.750171,-121.651946,Inferred,911-202-1,"spot fire visible, just started, rapid spread",S,,
TD-064,11/8/2025,9:00:00 AM,Inferred,30,39.795743,-121.586371,TD,TD,"bike path and Skyway fully involved in fire, both sides of
Skyway",V,,
TD-064,11/8/2025,9:00:00 AM,Inferred,30,39.788627,-121.591629,TD,TD,"fire still to east of bike path south of Bel Air Dr, north of
Station 35",O,,
TD-038,11/8/2025,9:00:00 AM,TD,0,39.746843,-121.653427,TD,TD,fire in backyard on Russell Dr,S,,
911-204-1,11/8/2025,9:00:00 AM,911-204-1,0,39.750408,-121.652292,Inferred,911-204-1,spot fire just started,S,,
911-205-1,11/8/2025,9:01:00 AM,911-205-1,0,39.783018,-121.604111,911-205-1,911-205-1,fire,S,,
911-207-1,11/8/2025,9:02:00 AM,911-207-1,0,39.804374,-121.578145,Inferred,911-207-1,new fire starting,S,,
911-217-1,11/8/2025,9:07:00 AM,911-217-1,0,39.804374,-121.578145,Inferred,911-217-1,fire both sides of road,S,,
911-218-1,11/8/2025,9:08:00 AM,911-218-1,0,39.748911,-121.65347,Inferred,911-218-1,can see fire in the canyon,S,,
911-221-1,11/8/2025,9:11:00 AM,911-221-1,0,39.750934,-121.653271,Inferred,911-221-1,fire in the canyon off of Point West Dr,S,,
911-225-1,11/8/2025,9:12:00 AM,911-225-1,0,39.748218,-121.654093,911-225-1,911-225-1,"fire in canyon, not too big yet",S,,
TD-055,11/8/2025,9:14:00 AM,Radio Log,0,39.749567,-121.652485,TD,TD,"well seated fire seen down in Butte Creek Canyon,
moving good, multiple ac",S,,
TD-015,11/8/2025,9:15:00 AM,TD,0,39.779312,-121.603898,TD,TD,spot fires between Skyway and bike path,S,,
911-230-1,11/8/2025,9:16:00 AM,911-230-1,0,39.804374,-121.578145,Inferred,911-230-1,structures are burning,R,,
TD-067,11/8/2025,9:20:00 AM,Inferred,0,39.795551,-121.585929,TD,TD,"area already burned through; underground powerlines
arcing through power box",V,x,
TD-111,11/8/2025,9:21:00 AM,Radio Log,0,39.777657,-121.606241,TD,Radio Log,"Skyway at Wagstaff Rd about to be threatened, multiple
cars on fire in the area",O,,
TD-111,11/8/2025,9:21:00 AM,Inferred,0,39.777667,-121.604621,TD,TD,"well-established spot fire off Wagstaff Rd near the bike
path",S,,
TD-064,11/8/2025,9:30:00 AM,TD,0,39.783553,-121.600035,TD,TD,fire in area,O,,
TD-064,11/8/2025,9:30:00 AM,TD,0,39.783221,-121.601084,TD,TD,fire to SW of Skyway at Quail Way,R,,
TD-127,11/8/2025,9:37:00 AM,Radio Log,0,39.777659,-121.604169,Radio Log,Radio Log,structures burning; vehicles about to get overrun,R,,
PPD-02,11/8/2025,9:46:00 AM,PPD-02,1,39.802526,-121.57864,video,video,"spot fire in veg on both sides of Skyway up against
roadway",S,,
TD-127,11/8/2025,9:47:00 AM,Radio Log,0,39.777659,-121.604169,Radio Log,Radio Log,fire coming across Wagstaff Rd,O,,
TD-022,11/8/2025,9:52:00 AM,Inferred,0,39.790719,-121.588557,TD,TD,"vegetation fire at end of Pheasant Ridge Dr, both sides",S,,
TD-022,11/8/2025,10:00:00 AM,Inferred,15,39.793035,-121.588428,TD,TD,"high heat impacting stuck vehicles in area; flames are
sheeting",O,,
TD-007,11/8/2025,10:10:00 AM,Radio Log,0,39.748925,-121.652728,TD,TD,established spot fire in Butte Creek Canyon,V,,
Radio Log,11/8/2025,10:10:00 AM,Radio Log,0,39.748447,-121.651678,Radio Log,Radio Log,"fire is well established in Honey Run Canyon just below
Canyon View Dr, multiple spots running back up
towards Canyon View Dr",V,,
TD-011,11/8/2025,10:15:00 AM,TD,105,39.746192,-121.646979,TD,TD,"Skyway burned over at some point when traffic was
heaviest",O,,
TD-155,11/8/2025,10:19:00 AM,Photo,0,39.745867,-121.645279,Photo,Photo,"fire burning south side Skyway, fences, structures,
vegetation",R,,
TD-155,11/8/2025,10:19:00 AM,Photo,0,39.745158,-121.648392,Photo,Photo,vegetation fire along south/east edge of roadway,V,,
TD-155,11/8/2025,10:19:00 AM,Photo,0,39.745403,-121.647986,Photo,Photo,"vegetation fire along south/east edge of roadway,
sending off embers",V,,
TD-155,11/8/2025,10:21:00 AM,Photo,0,39.746317,-121.646081,Photo,Photo,fence and vegetation burning,O,,
TD-155,11/8/2025,10:21:00 AM,Photo,0,39.746317,-121.646081,Photo,Photo,fence and vegetation burning,O,,
TD-155,11/8/2025,10:22:00 AM,Photo,0,39.746317,-121.646081,Photo,Photo,fence and vegetation burning,O,,
TD-155,11/8/2025,10:22:00 AM,Photo,0,39.746317,-121.646081,Photo,Photo,fence and vegetation burning,O,,
TD-155,11/8/2025,10:22:00 AM,Photo,0,39.746631,-121.646184,Photo,Photo,"surface fire, N side of Skyway",O,,
TD-155,11/8/2025,10:24:00 AM,Inferred,0,39.746115,-121.646905,Photo,TD,heavy fire south side Skyway,R,,
TD-155,11/8/2025,10:24:00 AM,Photo,0,39.745712,-121.647121,Photo,Photo,"structure fully involved, heavy vegetation fire",R,,
TD-155,11/8/2025,10:24:00 AM,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-155,11/8/2025,10:24:00 AM,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-155,11/8/2025,10:24:00 AM,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-014,11/8/2025,10:28:00 AM,AVL,0,39.778983,-121.605017,AVL,TD,"fire, structures burning",R,,
TD-113,11/8/2025,10:30:00 AM,TD,210,39.7824,-121.606294,TD,TD,"spot fire--too big to handle; dried grass, litter, pine
needles, and scotch broom; fire is spreading, but still
somewhat sheltered from wind",S,,
TD-113,11/8/2025,10:30:00 AM,TD,210,39.782538,-121.605195,TD,TD,"more spot fires igniting in 0.5 m (1.5 ft) thick bed of ivy
and pine needles, burning like crazy",S,,
TD-113,11/8/2025,10:30:00 AM,TD,210,39.784214,-121.606191,TD,TD,spot fires in canyon are picking up,S,,
TD-113,11/8/2025,10:30:00 AM,TD,210,39.782179,-121.605383,TD,TD,glowing fall out is increasing,O,,
TD-113,11/8/2025,10:30:00 AM,Photo,210,39.782179,-121.605383,TD,TD,"first wave of fire coming up out of draw hitting property
hard; group torching and dangerous rate of spread;
structures start igniting",R,,
TD-113,11/8/2025,10:30:00 AM,TD,0,39.782735,-121.60555,TD,TD,"fire threatening structures, fences and vegetation
burning",O,,
TD-113,11/8/2025,10:30:00 AM,TD,210,39.782331,-121.605322,TD,TD,fence burns down; spot fires in yard,O,,
TD-025,11/8/2025,10:30:00 AM,TD,30,39.746685,-121.645328,TD,TD,"drove through fire, everything on fire Skyway",O,,
VTD-14,11/8/2025,10:44:00 AM,video,0,39.74594,-121.647186,video,video,"surface fuels have burned, still active fire",V,,
VTD-14,11/8/2025,10:44:00 AM,video,0,39.745286,-121.647424,video,video,"structures fully involved, south side Skyway",R,,
VTD-22,11/8/2025,10:44:00 AM,video,0,39.743129,-121.65254,video,video,"heavy intense fire burning both sides Skyway NB lanes
between split and past paradise sign",O,,
VTD-22,11/8/2025,10:44:00 AM,video,0,39.741193,-121.659311,video,video,edge of the fire,V,,
VTD-13,11/8/2025,10:45:00 AM,Inferred,27,39.746034,-121.64174,video,video,heavy vegetation fire,V,,
VTD-26,11/8/2025,10:46:00 AM,Inferred,0,39.777369,-121.604218,video,video,structures burning on Berkshire Ave near Wagstaff Rd,R,,
TD-030,11/8/2025,11:00:00 AM,Inferred,240,39.76827,-121.613385,Inferred,TD,fire threatening structures,O,,
TD-068,11/8/2025,11:00:00 AM,Inferred,60,39.732229,-121.663044,TD,TD,"glow coming from drainage between Neal Rd and
Skyway; cannot tell if structures burning",O,,
TD-116,11/8/2025,11:00:00 AM,Inferred,180,39.771587,-121.609279,TD,TD,"surface fire burning through mobile home park;
structures in Skyway Villa mobile home park starts
burning structure to structure",R,,
TD-041,11/8/2025,11:05:00 AM,Inferred,0,39.806386,-121.577594,TD,TD,fire is up to edge of Skyway; northern flank of fire,V,,
TD-030,11/8/2025,11:10:00 AM,AVL,0,39.770435,-121.612785,AVL,TD,Fire progressing over hill,O,,
VTD-13,11/8/2025,11:12:00 AM,video,0,39.746378,-121.644063,video,video,south side Skyway heavy fire,V,,
VTD-13,11/8/2025,11:13:00 AM,video,0,39.744576,-121.651387,video,video,"heavy fire, structures fully involved, both sides roadway
between Skyway split and Skyway Crossroad",R,,
VTD-26,11/8/2025,11:15:00 AM,Inferred,125,39.747108,-121.642189,video,video,"area north of Skyway and west of health center is
burning, vegetation and structures",R,,
VTD-26,11/8/2025,11:15:00 AM,Inferred,125,39.74538,-121.648033,video,video,"vegetation south of split is past peak; most structures
fully involved; traffic flowing",R,,
VTD-26,11/8/2025,11:15:00 AM,Inferred,125,39.740964,-121.656543,video,video,"Welcome to Paradise sign is half on fire, still standing",O,,
VTD-26,11/8/2025,11:15:00 AM,Inferred,125,39.74114,-121.664146,video,video,western extent of fire; traffic full speed SB in NB lanes,V,,
PPD-02,11/8/2025,11:20:00 AM,PPD-02,0,39.796459,-121.586142,video,video,fire has already burned through the surface grass,V,x,
PPD-02,11/8/2025,11:20:00 AM,PPD-02,0,39.795864,-121.586268,video,video,surface fire,V,,
TD-041,11/8/2025,11:25:00 AM,PPD video,0,39.795367,-121.586539,PPD video,TD,heavy fire on Skyway to the south of Clark Rd,O,,
TD-011,11/8/2025,11:30:00 AM,TD,0,39.746172,-121.647081,TD,TD,Skyway split is fully involved both sides,O,,
TD-127,11/8/2025,11:30:00 AM,Inferred,30,39.770367,-121.612346,TD,TD,fire is approaching,O,,
TD-127,11/8/2025,11:30:00 AM,Inferred,30,39.769914,-121.612077,TD,TD,bushes igniting around building,V,,
PPD-08,11/8/2025,11:37:00 AM,PPD-08,0,39.790076,-121.591541,Radio,Radio,"trapped by fire, Skyway at Coldren Rd",O,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.746616,-121.645514,TD,"TD, video","everything on fire; trees, cars, houses, telephone poles",R,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.746579,-121.645738,video,video,scattered small surface fires both sides Skyway,S,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.74653,-121.647086,video,video,active vegetation fire north side Skyway,V,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.745815,-121.64689,video,video,"heavy active vegetation fire in drainage on east side
Skyway",V,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.744497,-121.651252,video,video,structures burning in middle of Skyway split,R,,
TD-058,11/8/2025,11:38:00 AM,video,0,39.741067,-121.655847,video,video,"scattered small surface fires both sides Skyway at
Crossroad and welcome sign",V,,
TD-058,11/8/2025,11:40:00 AM,AVL,0,39.740969,-121.656546,TD,TD,welcome to paradise sign is on fire,O,,
PPD-08,11/8/2025,11:46:00 AM,PPD-08,0,39.775576,-121.608944,Radio,Radio,"8000 block Skyway about 90 m (100 yd) from being
overtaken [by fire]",O,,
PPD-10,11/8/2025,11:53:00 AM,PPD-10,0,39.801315,-121.582699,video,video,large flames,O,,
PPD-10,11/8/2025,11:53:00 AM,PPD-10,0,39.79965,-121.584492,video,video,spot fire,S,,
PPD-12,11/8/2025,11:56:00 AM,PPD-12,0,39.799928,-121.585323,video,video,fire behind storage facility,O,,
PPD-12,11/8/2025,11:56:00 AM,PPD-12,0,39.799126,-121.586712,video,video,spot fire,S,,
TD-127,11/8/2025,12:00:00 PM,Inferred,0,39.773464,-121.610827,TD,TD,"intense heat, fire; everything burning between Bille Rd
and Wagstaff Rd",R,,
TD-127,11/8/2025,12:00:00 PM,Radio Log,0,39.777628,-121.606319,Radio Log,Radio Log,multiple gas stations being impacted by fire,C,,
TD-075,11/8/2025,12:03:00 PM,Photo,0,39.799849,-121.585315,Photo,Photo,"edge of fire north of storage facility; burning in surface
vegetation and crawling up pine bark",V,,
TD-041,11/8/2025,12:07:00 PM,Photo,0,39.799915,-121.58564,TD,Photo,fire behind storage facility,V,,
TD-041,11/8/2025,12:07:00 PM,Photo,0,39.799849,-121.585315,Photo,Photo,"edge of fire north of storage facility; burning in surface
vegetation and crawling up pine bark",V,,
TD-079,11/8/2025,12:10:00 PM,AVL,0,39.804683,-121.577867,AVL,TD,everything on fire driving up Skyway - both sides of road,O,,
TD-070,11/8/2025,12:12:00 PM,Inferred,112,39.745699,-121.64327,TD,TD,"structures burning on south side of Skyway; huge
flames",R,,
TD-070,11/8/2025,12:12:00 PM,Inferred,112,39.749073,-121.63991,TD,TD,"fire increasing from the north from the canyon behind
buildings",V,,
TD-076,11/8/2025,12:15:00 PM,Inferred,55,39.759509,-121.623908,TD,TD,see flames coming,O,,
TD-060,11/8/2025,12:18:00 PM,AVL,0,39.812633,-121.575716,AVL,TD,spot fire down in canyon,S,,
TD-009,11/8/2025,12:18:00 PM,AVL,0,39.810739,-121.577389,AVL,TD,estimated flank of the fire,O,,
TD-083,11/8/2025,12:21:00 PM,AVL,0,39.8039,-121.581867,AVL,TD,"fire on south side of Ishi, only one fire on north side
(detached garage on fire, mobile home burning under
floor)",R,,
PPD-08,11/8/2025,12:22:00 PM,PPD-08,0,39.781516,-121.602519,Radio,Radio,crowning fire activity all to the west side,V,,
TD-127,11/8/2025,12:24:00 PM,Radio Log,0,39.777646,-121.6063,Radio Log,Radio Log,fire on Skyway at Bille Rd and Wagstaff Rd,O,,
TD-060,11/8/2025,12:27:00 PM,AVL,14,39.8085,-121.57935,AVL,TD,"Fire hit old fire station in Old Magalia and trees pretty
hard. Pine needles on metal roof ignite.",V,,
TD-079,11/8/2025,12:28:00 PM,AVL,16,39.803254,-121.583125,AVL,TD,"side panel of house on fire, houses igniting by ember
ignitions",R,,
TD-066,11/8/2025,12:30:00 PM,Inferred,15,39.75078,-121.631565,TD,TD,"spot fires along Skyway between Neal Rd and Pearson
Rd",S,,
TD-127,11/8/2025,12:30:00 PM,Radio Log,0,39.777627,-121.606305,Radio Log,Radio Log,heavy fire impacting Skyway at Wagstaff Rd,O,,
TD-127,11/8/2025,12:30:00 PM,Inferred,30,39.783505,-121.600093,TD,TD,"fire closing in, both sides of roadway",O,,
TD-127,11/8/2025,12:45:00 PM,Inferred,15,39.788929,-121.592443,TD,TD,intense fire between Wagstaff Rd and Clark Rd,O,,
TD-026,11/8/2025,12:45:00 PM,Inferred,61,39.75565,-121.624132,TD,TD,"structures burning south and east of Skyway in area of
Almond St and Fir St",R,,
TD-026,11/8/2025,12:45:00 PM,Inferred,61,39.746394,-121.643901,TD,TD,"fire on both sides, fully involved, roofs on fire; pitch
black; area of Skyway and Princeton",R,,
TD-026,11/8/2025,12:45:00 PM,Inferred,61,39.744031,-121.65248,TD,TD,"fire burning between the Skyway split, Skyway
Crossroad",O,,
TD-026,11/8/2025,12:45:00 PM,Inferred,15,39.740962,-121.656543,TD,TD,"""Welcome to Paradise"" sign was burning",O,,
TD-079,11/8/2025,12:46:00 PM,AVL,20,39.802787,-121.585373,AVL,TD,"grass fires, not all homes burning yet",V,,
TD-012,11/8/2025,12:52:00 PM,Radio Log,0,39.785725,-121.607162,TD,Radio Log,fire,O,,
TD-200,11/8/2025,12:55:00 PM,AVL,6,39.78184,-121.602229,AVL,TD,"Both sides of Skyway on fire (vehicles and houses
burning); between Wagstaff Rd and Quail Way",R,,
